ORIGIN,DEST,PAYLOAD,DISTANCE,SEATS,PASSENGERS,DEPARTURES_PERFORMED,CARRIER_NAME,ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,ORIGIN_NAME,DEST_NAME
PGD,PIE,102000.0,81.0,498.0,438.0,3.0,['Allegiant Air'],14082,14112,"Punta Gorda, FL: Punta Gorda Airport","St. Petersburg, FL: St. Petersburg-Clearwater International"
PHX,PIE,51700.0,1781.0,187.0,60.0,1.0,['US Airways Inc.'],14107,14112,"Phoenix, AZ: Phoenix Sky Harbor International","St. Petersburg, FL: St. Petersburg-Clearwater International"
PIA,PIE,4556000.0,965.0,22244.0,20682.0,134.0,['Allegiant Air'],14108,14112,"Peoria, IL: General Downing - Peoria International","St. Petersburg, FL: St. Petersburg-Clearwater International"
RFD,PIE,3672000.0,1049.0,17880.0,16601.0,108.0,['Allegiant Air'],14512,14112,"Rockford, IL: Chicago/Rockford International","St. Petersburg, FL: St. Petersburg-Clearwater International"
ROA,PIE,2856000.0,668.0,13880.0,12681.0,84.0,['Allegiant Air'],14574,14112,"Roanoke, VA: Roanoke Regional/Woodrum Field","St. Petersburg, FL: St. Petersburg-Clearwater International"
RSW,PIE,213645.0,111.0,530.0,164.0,4.0,['Delta Air Lines Inc.' 'Allegiant Air' 'United Parcel Service'],14635,14112,"Fort Myers, FL: Southwest Florida International","St. Petersburg, FL: St. Petersburg-Clearwater International"
SAN,PIE,40170.0,2079.0,160.0,57.0,1.0,['Delta Air Lines Inc.'],14679,14112,"San Diego, CA: San Diego International","St. Petersburg, FL: St. Petersburg-Clearwater International"
SBN,PIE,4870500.0,973.0,23745.0,21641.0,143.0,['Miami Air International' 'Allegiant Air'],14696,14112,"South Bend, IN: South Bend Airport","St. Petersburg, FL: St. Petersburg-Clearwater International"
SDF,PIE,36096081.0,729.0,136.0,52.0,374.0,['Vision Airlines' 'United Parcel Service'],14730,14112,"Louisville, KY: Louisville International-Standiford Field","St. Petersburg, FL: St. Petersburg-Clearwater International"
SEA,PIE,79717.0,2516.0,351.0,122.0,2.0,['Delta Air Lines Inc.' 'United Air Lines Inc.'],14747,14112,"Seattle, WA: Seattle/Tacoma International","St. Petersburg, FL: St. Petersburg-Clearwater International"
SGF,PIE,4122500.0,895.0,20092.0,18632.0,121.0,['Miami Air International' 'Allegiant Air'],14783,14112,"Springfield, MO: Springfield-Branson National","St. Petersburg, FL: St. Petersburg-Clearwater International"
STL,PIE,31161.0,868.0,154.0,56.0,1.0,['United Air Lines Inc.'],15016,14112,"St. Louis, MO: Lambert-St. Louis International","St. Petersburg, FL: St. Petersburg-Clearwater International"
SWF,PIE,306000.0,1055.0,1494.0,1050.0,9.0,['Allegiant Air'],15070,14112,"Newburgh/Poughkeepsie, NY: Stewart International","St. Petersburg, FL: St. Petersburg-Clearwater International"
SYR,PIE,238000.0,1111.0,1162.0,1004.0,7.0,['Allegiant Air'],15096,14112,"Syracuse, NY: Syracuse Hancock International","St. Petersburg, FL: St. Petersburg-Clearwater International"
TOL,PIE,3264000.0,945.0,15872.0,14339.0,96.0,['Allegiant Air'],15295,14112,"Toledo, OH: Toledo Express","St. Petersburg, FL: St. Petersburg-Clearwater International"
TPA,PIE,251510.0,10.0,892.0,0.0,5.0,['Delta Air Lines Inc.'],15304,14112,"Tampa, FL: Tampa International","St. Petersburg, FL: St. Petersburg-Clearwater International"
TRI,PIE,3298000.0,590.0,16086.0,13955.0,97.0,['Allegiant Air'],15323,14112,"Bristol/Johnson City/Kingsport, TN: Tri-Cities Regional TN/VA","St. Petersburg, FL: St. Petersburg-Clearwater International"
TYS,PIE,5304000.0,550.0,25848.0,23382.0,156.0,['Allegiant Air'],15412,14112,"Knoxville, TN: McGhee Tyson","St. Petersburg, FL: St. Petersburg-Clearwater International"
UTM,PIE,85809.0,650.0,297.0,273.0,3.0,['Republic Airlines'],15502,14112,"Tunica, MS: Tunica Municipal","St. Petersburg, FL: St. Petersburg-Clearwater International"
WRI,PIE,42500.0,954.0,172.0,0.0,1.0,['Miami Air International'],15842,14112,"Fort Dix, NJ: McGuire Field","St. Petersburg, FL: St. Petersburg-Clearwater International"
YNG,PIE,3366000.0,927.0,16418.0,15381.0,99.0,['Allegiant Air'],16133,14112,"Youngstown/Warren, OH: Youngstown-Warren Regional","St. Petersburg, FL: St. Petersburg-Clearwater International"
ABE,PIT,42500.0,252.0,173.0,0.0,1.0,['Miami Air International'],10135,14122,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International","Pittsburgh, PA: Pittsburgh International"
ABQ,PIT,40000.0,1486.0,168.0,155.0,1.0,['Frontier Airlines Inc.'],10140,14122,"Albuquerque, NM: Albuquerque International Sunport","Pittsburgh, PA: Pittsburgh International"
ACY,PIT,722061.0,309.0,2653.0,2212.0,24.0,"['Republic Airlines'
 'Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines'
 'Vision Airlines' 'Falcon Air Express']",10158,14122,"Atlantic City, NJ: Atlantic City International","Pittsburgh, PA: Pittsburgh International"
ALB,PIT,31803.0,368.0,130.0,48.0,2.0,['Republic Airlines' 'ExpressJet Airlines Inc.'],10257,14122,"Albany, NY: Albany International","Pittsburgh, PA: Pittsburgh International"
ATL,PIT,115406861.0,526.0,496953.0,365210.0,3701.0,"['Compass Airlines' 'Delta Air Lines Inc.' 'United Air Lines Inc.'
 'AirTran Airways Corporation' 'US Airways Inc.'
 'ExpressJet Airlines Inc.']",10397,14122,"Atlanta, GA: Hartsfield-Jackson Atlanta International","Pittsburgh, PA: Pittsburgh International"
AUS,PIT,119413.0,1210.0,351.0,266.0,3.0,"['Swift Air, LLC' 'Shuttle America Corp.' 'United Air Lines Inc.']",10423,14122,"Austin, TX: Austin - Bergstrom International","Pittsburgh, PA: Pittsburgh International"
BAF,PIT,29400.0,407.0,150.0,29.0,1.0,['Sky King Inc.'],10478,14122,"Westfield, MA: Westfield Barnes Regional","Pittsburgh, PA: Pittsburgh International"
BDL,PIT,9099552.0,406.0,40882.0,29626.0,817.0,['Pinnacle Airlines Inc.' 'Mesa Airlines Inc.' 'Trans States Airlines'],10529,14122,"Hartford, CT: Bradley International","Pittsburgh, PA: Pittsburgh International"
BED,PIT,100552.0,484.0,238.0,93.0,3.0,"['Swift Air, LLC']",10540,14122,"Bedford, MA: Laurence G Hanscom Field","Pittsburgh, PA: Pittsburgh International"
BHM,PIT,112930.0,598.0,474.0,239.0,4.0,['Delta Air Lines Inc.' 'ExpressJet Airlines Inc.'],10599,14122,"Birmingham, AL: Birmingham-Shuttlesworth International","Pittsburgh, PA: Pittsburgh International"
BNA,PIT,2326062.0,462.0,9841.0,7090.0,71.0,"['Southwest Airlines Co.' 'American Eagle Airlines Inc.'
 'GoJet Airlines, LLC d/b/a United Express' 'Delta Air Lines Inc.'
 'Air Wisconsin Airlines Corp' 'ExpressJet Airlines Inc.']",10693,14122,"Nashville, TN: Nashville International","Pittsburgh, PA: Pittsburgh International"
BOS,PIT,55164788.0,496.0,186296.0,145865.0,2351.0,"['Delta Air Lines Inc.' 'Swift Air, LLC' 'Miami Air International'
 'JetBlue Airways' 'Republic Airlines' 'US Airways Inc.'
 'Air Wisconsin Airlines Corp']",10721,14122,"Boston, MA: Logan International","Pittsburgh, PA: Pittsburgh International"
BTR,PIT,17740.0,920.0,65.0,0.0,1.0,['ExpressJet Airlines Inc.'],10781,14122,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","Pittsburgh, PA: Pittsburgh International"
BTV,PIT,17740.0,454.0,65.0,0.0,1.0,['ExpressJet Airlines Inc.'],10785,14122,"Burlington, VT: Burlington International","Pittsburgh, PA: Pittsburgh International"
BUF,PIT,160263.0,186.0,798.0,341.0,6.0,"['Miami Air International' 'Republic Airlines' 'Delta Air Lines Inc.'
 'United Air Lines Inc.']",10792,14122,"Buffalo, NY: Buffalo Niagara International","Pittsburgh, PA: Pittsburgh International"
BWI,PIT,41161440.0,210.0,171452.0,116752.0,1217.0,"['US Airways Inc.' 'Delta Air Lines Inc.' 'United Parcel Service'
 'Southwest Airlines Co.' 'Commutair Aka Champlain Enterprises, Inc.']",10821,14122,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall","Pittsburgh, PA: Pittsburgh International"
CAK,PIT,122196.0,70.0,401.0,268.0,6.0,"['ExpressJet Airlines Inc.' 'AirTran Airways Corporation'
 'Republic Airlines' 'PSA Airlines Inc.' 'Air Wisconsin Airlines Corp']",10874,14122,"Akron, OH: Akron-Canton Regional","Pittsburgh, PA: Pittsburgh International"
CHO,PIT,42500.0,188.0,172.0,124.0,1.0,['Miami Air International'],10990,14122,"Charlottesville, VA: Charlottesville Albemarle","Pittsburgh, PA: Pittsburgh International"
CID,PIT,59400.0,606.0,308.0,0.0,2.0,['Miami Air International'],11003,14122,"Cedar Rapids/Iowa City, IA: The Eastern Iowa","Pittsburgh, PA: Pittsburgh International"
CLE,PIT,11097868.0,106.0,41186.0,21274.0,794.0,"['Pinnacle Airlines Inc.' 'Frontier Airlines Inc.'
 'Southwest Airlines Co.' 'American Eagle Airlines Inc.'
 'ExpressJet Airlines Inc.' 'US Airways Inc.'
 'Federal Express Corporation' 'Commutair Aka Champlain Enterprises, Inc.']",11042,14122,"Cleveland, OH: Cleveland-Hopkins International","Pittsburgh, PA: Pittsburgh International"
CLT,PIT,112072260.0,366.0,408948.0,331241.0,3015.0,"['American Eagle Airlines Inc.' 'US Airways Inc.'
 'Chautauqua Airlines Inc.' 'PSA Airlines Inc.' 'Mesa Airlines Inc.'
 'Republic Airlines']",11057,14122,"Charlotte, NC: Charlotte Douglas International","Pittsburgh, PA: Pittsburgh International"
CMH,PIT,266616.0,145.0,1157.0,455.0,13.0,"['Trans States Airlines' 'Republic Airlines' 'Miami Air International'
 'Compass Airlines' 'Endeavor Air Inc.' 'Delta Air Lines Inc.'
 'ExpressJet Airlines Inc.']",11066,14122,"Columbus, OH: Port Columbus International","Pittsburgh, PA: Pittsburgh International"
CVG,PIT,10518700.0,256.0,42093.0,27367.0,812.0,"['Chautauqua Airlines Inc.' 'United Air Lines Inc.' 'US Airways Inc.'
 'Delta Air Lines Inc.' 'ExpressJet Airlines Inc.'
 'Pinnacle Airlines Inc.' 'Endeavor Air Inc.']",11193,14122,"Cincinnati, OH: Cincinnati/Northern Kentucky International","Pittsburgh, PA: Pittsburgh International"
DAY,PIT,47838.0,215.0,200.0,127.0,4.0,['Trans States Airlines' 'PSA Airlines Inc.'],11267,14122,"Dayton, OH: James M Cox/Dayton International","Pittsburgh, PA: Pittsburgh International"
DCA,PIT,38825925.0,204.0,110940.0,64925.0,1728.0,"['American Eagle Airlines Inc.' 'US Airways Inc.'
 'Chautauqua Airlines Inc.' 'Republic Airlines' 'PSA Airlines Inc.'
 'Air Wisconsin Airlines Corp']",11278,14122,"Washington, DC: Ronald Reagan Washington National","Pittsburgh, PA: Pittsburgh International"
DEN,PIT,31035344.0,1290.0,124260.0,104800.0,1136.0,"['Delta Air Lines Inc.' 'United Air Lines Inc.' 'Frontier Airlines Inc.'
 'ExpressJet Airlines Inc.' 'Southwest Airlines Co.'
 'SkyWest Airlines Inc.' 'Shuttle America Corp.']",11292,14122,"Denver, CO: Denver International","Pittsburgh, PA: Pittsburgh International"
DFW,PIT,50962728.0,1067.0,183661.0,153566.0,1346.0,"['US Airways Inc.' 'Compass Airlines' 'Delta Air Lines Inc.'
 'American Airlines Inc.']",11298,14122,"Dallas/Fort Worth, TX: Dallas/Fort Worth International","Pittsburgh, PA: Pittsburgh International"
DSM,PIT,21803.0,705.0,80.0,45.0,1.0,['Republic Airlines'],11423,14122,"Des Moines, IA: Des Moines International","Pittsburgh, PA: Pittsburgh International"
DTW,PIT,34967299.0,201.0,135545.0,97010.0,1785.0,"['Delta Air Lines Inc.' 'Compass Airlines' 'Republic Airlines'
 'United Air Lines Inc.' 'Southwest Airlines Co.' 'Shuttle America Corp.'
 'Miami Air International' 'Endeavor Air Inc.'
 'Federal Express Corporation' 'ExpressJet Airlines Inc.'
 'Air Wisconsin Airlines Corp' 'Chautauqua Airlines Inc.'
 'Pinnacle Airlines Inc.' 'GoJet Airlines, LLC d/b/a United Express'
 'SkyWest Airlines Inc.']",11433,14122,"Detroit, MI: Detroit Metro Wayne County","Pittsburgh, PA: Pittsburgh International"
EWR,PIT,34149818.0,319.0,137216.0,99006.0,2069.0,"['Miami Air International' 'Swift Air, LLC' 'Chautauqua Airlines Inc.'
 'AirTran Airways Corporation' 'United Air Lines Inc.' 'US Airways Inc.'
 'Delta Air Lines Inc.' 'United Parcel Service' 'ExpressJet Airlines Inc.'
 'Federal Express Corporation' 'Shuttle America Corp.' 'Republic Airlines']",11618,14122,"Newark, NJ: Newark Liberty International","Pittsburgh, PA: Pittsburgh International"
FLL,PIT,13480200.0,994.0,59154.0,49319.0,473.0,"['Miami Air International' 'AirTran Airways Corporation'
 'Southwest Airlines Co.']",11697,14122,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","Pittsburgh, PA: Pittsburgh International"
FRG,PIT,368534.0,359.0,1410.0,444.0,11.0,['Delta Air Lines Inc.' 'Miami Air International'],11764,14122,"East Farmingdale, NY: Republic","Pittsburgh, PA: Pittsburgh International"
GRR,PIT,10000.0,319.0,50.0,50.0,1.0,['ExpressJet Airlines Inc.'],11986,14122,"Grand Rapids, MI: Gerald R. Ford International","Pittsburgh, PA: Pittsburgh International"
GSO,PIT,111184.0,303.0,475.0,108.0,5.0,"['Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines'
 'AirTran Airways Corporation' 'ExpressJet Airlines Inc.'
 'Republic Airlines']",11995,14122,"Greensboro/High Point, NC: Piedmont Triad International","Pittsburgh, PA: Pittsburgh International"
HOU,PIT,7941070.0,1131.0,33049.0,26981.0,231.0,['Delta Air Lines Inc.' 'Southwest Airlines Co.'],12191,14122,"Houston, TX: William P Hobby","Pittsburgh, PA: Pittsburgh International"
HPN,PIT,68544.0,344.0,290.0,37.0,2.0,['Vision Airlines' 'Miami Air International'],12197,14122,"White Plains, NY: Westchester County","Pittsburgh, PA: Pittsburgh International"
IAD,PIT,23013683.0,182.0,91535.0,68713.0,1368.0,"['United Air Lines Inc.' 'Chautauqua Airlines Inc.'
 'Miami Air International' 'American Airlines Inc.'
 'Commutair Aka Champlain Enterprises, Inc.' 'ExpressJet Airlines Inc.'
 'Mesa Airlines Inc.' 'SkyWest Airlines Inc.' 'Shuttle America Corp.'
 'Republic Airlines']",12264,14122,"Washington, DC: Washington Dulles International","Pittsburgh, PA: Pittsburgh International"
IAH,PIT,41764918.0,1117.0,165190.0,132723.0,1521.0,"['United Air Lines Inc.' 'Miami Air International' 'SkyWest Airlines Inc.'
 'ExpressJet Airlines Inc.' 'Shuttle America Corp.']",12266,14122,"Houston, TX: George Bush Intercontinental/Houston","Pittsburgh, PA: Pittsburgh International"
IFP,PIT,28603.0,1901.0,99.0,97.0,1.0,['Republic Airlines'],10590,14122,"Bullhead City, AZ: Laughlin/Bullhead International","Pittsburgh, PA: Pittsburgh International"
IND,PIT,21150577.0,326.0,1096.0,470.0,259.0,"['Shuttle America Corp.' 'Republic Airlines' 'Endeavor Air Inc.'
 'Delta Air Lines Inc.' 'Southwest Airlines Co.'
 'ExpressJet Airlines Inc.' 'Federal Express Corporation'
 'Air Wisconsin Airlines Corp']",12339,14122,"Indianapolis, IN: Indianapolis International","Pittsburgh, PA: Pittsburgh International"
ISP,PIT,59400.0,375.0,222.0,53.0,2.0,['Miami Air International'],12391,14122,"Islip, NY: Long Island MacArthur","Pittsburgh, PA: Pittsburgh International"
JAX,PIT,41689.0,694.0,156.0,17.0,2.0,['Compass Airlines' 'Republic Airlines'],12451,14122,"Jacksonville, FL: Jacksonville International","Pittsburgh, PA: Pittsburgh International"
JFK,PIT,24733727.0,340.0,92700.0,63674.0,1408.0,"['American Eagle Airlines Inc.' 'JetBlue Airways' 'Delta Air Lines Inc.'
 'Chautauqua Airlines Inc.' 'GoJet Airlines, LLC d/b/a United Express'
 'Endeavor Air Inc.' 'Pinnacle Airlines Inc.']",12478,14122,"New York, NY: John F. Kennedy International","Pittsburgh, PA: Pittsburgh International"
JST,PIT,19092.0,75.0,70.0,57.0,1.0,['Shuttle America Corp.'],12559,14122,"Johnstown, PA: John Murtha Johnstown-Cambria County","Pittsburgh, PA: Pittsburgh International"
LAF,PIT,29700.0,353.0,154.0,41.0,1.0,['Miami Air International'],12878,14122,"Lafayette, IN: Purdue University","Pittsburgh, PA: Pittsburgh International"
LAN,PIT,33803.0,275.0,152.0,0.0,1.0,['Ameristar Air Cargo'],12884,14122,"Lansing, MI: Capital Region International","Pittsburgh, PA: Pittsburgh International"
LAS,PIT,24848970.0,1910.0,100676.0,94430.0,601.0,"['Miami Air International' 'United Air Lines Inc.'
 'Southwest Airlines Co.']",12889,14122,"Las Vegas, NV: McCarran International","Pittsburgh, PA: Pittsburgh International"
LAX,PIT,13134801.0,2136.0,52642.0,37662.0,374.0,"['United Air Lines Inc.' 'Delta Air Lines Inc.' 'Southwest Airlines Co.'
 'American Airlines Inc.' 'US Airways Inc.']",12892,14122,"Los Angeles, CA: Los Angeles International","Pittsburgh, PA: Pittsburgh International"
LBB,PIT,43871.0,1278.0,154.0,154.0,1.0,['United Air Lines Inc.'],12896,14122,"Lubbock, TX: Lubbock Preston Smith International","Pittsburgh, PA: Pittsburgh International"
LCK,PIT,42500.0,150.0,172.0,0.0,1.0,['Miami Air International'],12917,14122,"Columbus, OH: Rickenbacker International","Pittsburgh, PA: Pittsburgh International"
LGA,PIT,75830964.0,335.0,236540.0,147255.0,3554.0,"['Compass Airlines' 'Miami Air International' 'Delta Air Lines Inc.'
 'Endeavor Air Inc.' 'Chautauqua Airlines Inc.' 'Pinnacle Airlines Inc.'
 'Republic Airlines' 'ExpressJet Airlines Inc.' 'Shuttle America Corp.'
 'US Airways Inc.' 'GoJet Airlines, LLC d/b/a United Express'
 'Air Wisconsin Airlines Corp']",12953,14122,"New York, NY: LaGuardia","Pittsburgh, PA: Pittsburgh International"
LRD,PIT,21500.0,1414.0,0.0,0.0,1.0,['USA Jet Airlines Inc.'],13061,14122,"Laredo, TX: Laredo International","Pittsburgh, PA: Pittsburgh International"
LUK,PIT,38844.0,242.0,136.0,43.0,1.0,['Vision Airlines'],13105,14122,"Cincinnati, OH: Cincinnati Municipal Lunken Field","Pittsburgh, PA: Pittsburgh International"
MBS,PIT,12500.0,289.0,50.0,0.0,1.0,['Pinnacle Airlines Inc.'],13184,14122,"Saginaw/Bay City/Midland, MI: MBS International","Pittsburgh, PA: Pittsburgh International"
MCI,PIT,263845.0,773.0,868.0,507.0,9.0,"['Republic Airlines' 'Southwest Airlines Co.' 'United Air Lines Inc.'
 'ExpressJet Airlines Inc.']",13198,14122,"Kansas City, MO: Kansas City International","Pittsburgh, PA: Pittsburgh International"
MCO,PIT,46025922.0,834.0,203341.0,161092.0,1586.0,"['Southwest Airlines Co.' 'Miami Air International'
 'AirTran Airways Corporation' 'Delta Air Lines Inc.']",13204,14122,"Orlando, FL: Orlando International","Pittsburgh, PA: Pittsburgh International"
MDT,PIT,65858.0,184.0,259.0,144.0,3.0,['Trans States Airlines' 'US Airways Inc.' 'ExpressJet Airlines Inc.'],13230,14122,"Harrisburg, PA: Harrisburg International","Pittsburgh, PA: Pittsburgh International"
MDW,PIT,63224400.0,402.0,260207.0,190978.0,1751.0,['Miami Air International' 'Southwest Airlines Co.'],13232,14122,"Chicago, IL: Chicago Midway International","Pittsburgh, PA: Pittsburgh International"
MEM,PIT,62841581.0,652.0,27605.0,18010.0,1058.0,"['Chautauqua Airlines Inc.' 'Pinnacle Airlines Inc.'
 'Federal Express Corporation' 'ExpressJet Airlines Inc.'
 'Air Wisconsin Airlines Corp' 'American Airlines Inc.'
 'Endeavor Air Inc.']",13244,14122,"Memphis, TN: Memphis International","Pittsburgh, PA: Pittsburgh International"
MHK,PIT,42500.0,878.0,173.0,0.0,1.0,['Miami Air International'],13290,14122,"Manhattan/Ft. Riley, KS: Manhattan Regional","Pittsburgh, PA: Pittsburgh International"
MIA,PIT,8744095.0,1013.0,35421.0,29010.0,683.0,"['Miami Air International' 'American Eagle Airlines Inc.'
 'Delta Air Lines Inc.' 'United Air Lines Inc.' 'US Airways Inc.'
 'American Airlines Inc.']",13303,14122,"Miami, FL: Miami International","Pittsburgh, PA: Pittsburgh International"
MKE,PIT,238923.0,431.0,816.0,538.0,8.0,"['Swift Air, LLC' 'Pinnacle Airlines Inc.' 'Delta Air Lines Inc.'
 'United Air Lines Inc.' 'Southwest Airlines Co.'
 'Air Wisconsin Airlines Corp']",13342,14122,"Milwaukee, WI: General Mitchell International","Pittsburgh, PA: Pittsburgh International"
MSP,PIT,30063172.0,726.0,115712.0,85538.0,1200.0,"['Compass Airlines' 'Delta Air Lines Inc.'
 'Sun Country Airlines d/b/a MN Airlines' 'Endeavor Air Inc.'
 'Pinnacle Airlines Inc.' 'ExpressJet Airlines Inc.' 'Republic Airlines'
 'Shuttle America Corp.' 'SkyWest Airlines Inc.']",13487,14122,"Minneapolis, MN: Minneapolis-St Paul International","Pittsburgh, PA: Pittsburgh International"
MSY,PIT,105549.0,918.0,398.0,222.0,3.0,['Republic Airlines' 'Miami Air International' 'Delta Air Lines Inc.'],13495,14122,"New Orleans, LA: Louis Armstrong New Orleans International","Pittsburgh, PA: Pittsburgh International"
MYR,PIT,30000.0,475.0,150.0,140.0,1.0,['Casino Express'],13577,14122,"Myrtle Beach, SC: Myrtle Beach International","Pittsburgh, PA: Pittsburgh International"
OAK,PIT,198600.0,2244.0,204.0,128.0,2.0,['US Airways Inc.' 'United Parcel Service'],13796,14122,"Oakland, CA: Metropolitan Oakland International","Pittsburgh, PA: Pittsburgh International"
OKC,PIT,106800.0,1010.0,470.0,135.0,3.0,['Miami Air International' 'Southwest Airlines Co.'],13851,14122,"Oklahoma City, OK: Will Rogers World","Pittsburgh, PA: Pittsburgh International"
OMA,PIT,47695.0,821.0,168.0,117.0,2.0,['Republic Airlines'],13871,14122,"Omaha, NE: Eppley Airfield","Pittsburgh, PA: Pittsburgh International"
ORD,PIT,82546840.0,413.0,317607.0,250036.0,3986.0,"['Pinnacle Airlines Inc.' 'Shuttle America Corp.'
 'American Eagle Airlines Inc.' 'United Air Lines Inc.'
 'Delta Air Lines Inc.' 'Swift Air, LLC' 'American Airlines Inc.'
 'SkyWest Airlines Inc.' 'ExpressJet Airlines Inc.' 'Mesa Airlines Inc.'
 'Republic Airlines']",13930,14122,"Chicago, IL: Chicago O'Hare International","Pittsburgh, PA: Pittsburgh International"
ORF,PIT,51700.0,330.0,187.0,146.0,1.0,['US Airways Inc.'],13931,14122,"Norfolk, VA: Norfolk International","Pittsburgh, PA: Pittsburgh International"
PBI,PIT,2039000.0,952.0,8401.0,5822.0,59.0,['Southwest Airlines Co.'],14027,14122,"West Palm Beach/Palm Beach, FL: Palm Beach International","Pittsburgh, PA: Pittsburgh International"
PHL,PIT,87891053.0,268.0,259732.0,181985.0,3036.0,"['Pinnacle Airlines Inc.' 'Delta Air Lines Inc.' 'Miami Air International'
 'US Airways Inc.' 'PSA Airlines Inc.' 'Federal Express Corporation'
 'United Parcel Service' 'Air Wisconsin Airlines Corp' 'Republic Airlines']",14100,14122,"Philadelphia, PA: Philadelphia International","Pittsburgh, PA: Pittsburgh International"
PHX,PIT,38253200.0,1814.0,143466.0,122500.0,1059.0,"['Delta Air Lines Inc.' 'United Air Lines Inc.' 'US Airways Inc.'
 'Miami Air International' 'Southwest Airlines Co.']",14107,14122,"Phoenix, AZ: Phoenix Sky Harbor International","Pittsburgh, PA: Pittsburgh International"
PTK,PIT,48200.0,223.0,154.0,0.0,2.0,['Gulf And Caribbean Cargo' 'Miami Air International'],14275,14122,"Pontiac, MI: Oakland County International","Pittsburgh, PA: Pittsburgh International"
PVD,PIT,160327.0,467.0,544.0,364.0,5.0,"['Delta Air Lines Inc.' 'Pinnacle Airlines Inc.' 'JetBlue Airways'
 'Vision Airlines' 'US Airways Inc.']",14307,14122,"Providence, RI: Theodore Francis Green State","Pittsburgh, PA: Pittsburgh International"
PWM,PIT,31803.0,554.0,130.0,93.0,2.0,['Republic Airlines' 'ExpressJet Airlines Inc.'],14321,14122,"Portland, ME: Portland International Jetport","Pittsburgh, PA: Pittsburgh International"
RDU,PIT,9575998.0,328.0,42478.0,29610.0,830.0,"['Delta Air Lines Inc.' 'Miami Air International' 'Compass Airlines'
 'US Airways Inc.' 'Southwest Airlines Co.' 'Chautauqua Airlines Inc.'
 'ExpressJet Airlines Inc.' 'Federal Express Corporation'
 'Trans States Airlines']",14492,14122,"Raleigh/Durham, NC: Raleigh-Durham International","Pittsburgh, PA: Pittsburgh International"
RIC,PIT,125330.0,259.0,568.0,163.0,6.0,"['Sky King Inc.' 'Miami Air International' 'American Eagle Airlines Inc.'
 'ExpressJet Airlines Inc.']",14524,14122,"Richmond, VA: Richmond International","Pittsburgh, PA: Pittsburgh International"
ROA,PIT,81400.0,219.0,341.0,156.0,2.0,['Miami Air International' 'US Airways Inc.'],14574,14122,"Roanoke, VA: Roanoke Regional/Woodrum Field","Pittsburgh, PA: Pittsburgh International"
ROC,PIT,129883.0,224.0,117.0,112.0,2.0,['AirTran Airways Corporation' 'Federal Express Corporation'],14576,14122,"Rochester, NY: Greater Rochester International","Pittsburgh, PA: Pittsburgh International"
RSW,PIT,13586920.0,966.0,62669.0,53690.0,527.0,"['Compass Airlines' 'United Air Lines Inc.' 'AirTran Airways Corporation'
 'Southwest Airlines Co.']",14635,14122,"Fort Myers, FL: Southwest Florida International","Pittsburgh, PA: Pittsburgh International"
SAN,PIT,110900.0,2106.0,443.0,423.0,3.0,['Southwest Airlines Co.' 'US Airways Inc.'],14679,14122,"San Diego, CA: San Diego International","Pittsburgh, PA: Pittsburgh International"
SAV,PIT,34923.0,579.0,152.0,96.0,1.0,['Ameristar Air Cargo'],14685,14122,"Savannah, GA: Savannah/Hilton Head International","Pittsburgh, PA: Pittsburgh International"
SBN,PIT,64360.0,328.0,234.0,168.0,2.0,['Pinnacle Airlines Inc.' 'Delta Air Lines Inc.'],14696,14122,"South Bend, IN: South Bend Airport","Pittsburgh, PA: Pittsburgh International"
SCE,PIT,2537400.0,128.0,308.0,0.0,710.0,['Miami Air International' 'Federal Express Corporation'],14711,14122,"State College, PA: University Park","Pittsburgh, PA: Pittsburgh International"
SDF,PIT,25877859.0,335.0,575.0,174.0,248.0,"['Vision Airlines' 'Delta Air Lines Inc.' 'USA Jet Airlines Inc.'
 'Trans States Airlines' 'Republic Airlines' 'United Parcel Service'
 'Chautauqua Airlines Inc.']",14730,14122,"Louisville, KY: Louisville International-Standiford Field","Pittsburgh, PA: Pittsburgh International"
SEA,PIT,83870.0,2125.0,335.0,168.0,2.0,['Delta Air Lines Inc.' 'Southwest Airlines Co.'],14747,14122,"Seattle, WA: Seattle/Tacoma International","Pittsburgh, PA: Pittsburgh International"
SFB,PIT,34000.0,809.0,166.0,150.0,1.0,['Allegiant Air'],14761,14122,"Sanford, FL: Orlando Sanford International","Pittsburgh, PA: Pittsburgh International"
SFO,PIT,10317548.0,2254.0,41913.0,35109.0,310.0,['United Air Lines Inc.' 'Delta Air Lines Inc.' 'US Airways Inc.'],14771,14122,"San Francisco, CA: San Francisco International","Pittsburgh, PA: Pittsburgh International"
SLC,PIT,90000.0,1660.0,450.0,344.0,3.0,['Casino Express'],14869,14122,"Salt Lake City, UT: Salt Lake City International","Pittsburgh, PA: Pittsburgh International"
